sale_line_id,transaction_id,sale_datetime,product_id,quantity,unit_selling_price,unit_cost,discount_mmk,payment_method
SL0001260,T000861,2026-06-26 07:05:00,P001,1,9400.0,7950,0,KBZPay
SL0001261,T000861,2026-06-26 07:05:00,P006,1,6750.0,4750,0,KBZPay
SL0001262,T000862,2026-06-26 13:06:00,P039,1,9350.0,7550,0,Cash
SL0001263,T000862,2026-06-26 13:06:00,P006,1,6750.0,4750,0,Cash
SL0001264,T000863,2026-06-26 12:11:00,P008,1,1450.0,1200,0,KBZPay
SL0001265,T000864,2026-06-26 13:43:00,P002,1,9700.0,7950,0,Cash
SL0001266,T000865,2026-06-26 13:15:00,P007,1,2750.0,2400,0,Cash
SL0001267,T000866,2026-06-26 13:40:00,P019,1,3050.0,2500,150,Cash
SL0001268,T000867,2026-06-26 16:21:00,P010,1,7200.0,5600,0,Cash
SL0001269,T000868,2026-06-26 10:47:00,P021,1,10450.0,8200,0,Cash
SL0001270,T000869,2026-06-26 09:37:00,P012,1,9800.0,8800,0,Cash
SL0001271,T000870,2026-06-26 21:40:00,P019,1,3050.0,2500,0,Cash
SL0001272,T000871,2026-06-26 07:02:00,P012,1,9800.0,8800,0,KBZPay
SL0001273,T000872,2026-06-26 13:32:00,P008,1,1450.0,1200,0,Cash
SL0001274,T000872,2026-06-26 13:32:00,P023,1,7800.0,6250,0,Cash
SL0001275,T000872,2026-06-26 13:32:00,P022,3,8800.0,7450,0,KBZPay
SL0001276,T000873,2026-06-26 18:24:00,P016,1,10700.0,8500,0,KBZPay
SL0001277,T000874,2026-06-26 09:46:00,P020,2,9600.0,7050,0,Cash
SL0001278,T000875,2026-06-26 16:12:00,P024,1,5650.0,4800,0,Cash
SL0001279,T000876,2026-06-26 14:48:00,P002,1,9700.0,7950,0,Cash
SL0001280,T000876,2026-06-26 14:48:00,P026,1,8650.0,7250,0,Cash
SL0001281,T000877,2026-06-26 07:34:00,P028,4,950.0,750,0,Cash
SL0001282,T000878,2026-06-26 16:51:00,P020,1,9600.0,7050,0,Cash
SL0001283,T000879,2026-06-26 18:44:00,P032,1,10850.0,8500,0,Cash
SL0001284,T000880,2026-06-26 17:16:00,P039,4,9350.0,7550,0,Cash
SL0001285,T000881,2026-06-26 09:18:00,P014,1,10450.0,8900,0,Cash
SL0001286,T000882,2026-06-26 12:33:00,P015,1,1050.0,750,0,Cash
SL0001287,T000883,2026-06-26 07:45:00,P012,1,9800.0,8800,500,KBZPay
SL0001288,T000883,2026-06-26 07:45:00,P011,2,5600.0,4100,0,Cash
SL0001289,T000884,2026-06-26 08:19:00,P027,1,600.0,500,0,WavePay
SL0001290,T000885,2026-06-27 13:13:00,P020,1,9600.0,7050,0,KBZPay
SL0001291,T000886,2026-06-27 14:35:00,P014,2,10450.0,8900,1050,Cash
SL0001292,T000886,2026-06-27 14:35:00,P006,1,6750.0,4750,0,Cash
SL0001293,T000887,2026-06-27 09:03:00,P026,1,8650.0,7250,0,Cash
SL0001294,T000887,2026-06-27 09:03:00,P002,1,9700.0,7950,0,Cash
SL0001295,T000887,2026-06-27 09:03:00,P003,3,7250.0,5200,0,Cash
SL0001296,T000888,2026-06-27 07:40:00,P033,1,550.0,450,50,Cash
SL0001297,T000889,2026-06-27 07:14:00,P015,1,1050.0,750,0,Cash
SL0001298,T000890,2026-06-27 13:11:00,P008,2,1450.0,1200,150,Cash
SL0001299,T000891,2026-06-27 20:13:00,P034,1,6900.0,5900,0,Cash
SL0001300,T000892,2026-06-27 16:37:00,P030,3,9850.0,8500,0,Cash
SL0001301,T000893,2026-06-27 16:29:00,P012,1,9800.0,8800,500,Cash
SL0001302,T000894,2026-06-27 12:53:00,P007,3,2750.0,2400,400,KBZPay
SL0001303,T000895,2026-06-27 16:59:00,P012,2,9800.0,8800,0,Cash
SL0001304,T000895,2026-06-27 16:59:00,P003,1,7250.0,5200,0,Cash
SL0001305,T000895,2026-06-27 16:59:00,P027,2,600.0,500,0,Cash
SL0001306,T000896,2026-06-27 15:21:00,P031,3,6800.0,4750,1000,WavePay
SL0001307,T000897,2026-06-27 13:22:00,P003,1,7250.0,5200,0,Cash
SL0001308,T000898,2026-06-27 13:03:00,P033,3,550.0,450,0,Cash
SL0001309,T000898,2026-06-27 13:03:00,P006,1,6750.0,4750,0,Cash
SL0001310,T000899,2026-06-27 16:44:00,P029,2,9250.0,7400,0,Cash
SL0001311,T000899,2026-06-27 16:44:00,P015,2,1050.0,750,0,Cash
SL0001312,T000900,2026-06-27 12:41:00,P039,1,9350.0,7550,0,Cash
SL0001313,T000901,2026-06-27 11:46:00,P005,3,8700.0,6300,0,Cash
SL0001314,T000902,2026-06-27 15:22:00,P040,1,6800.0,5650,0,WavePay
SL0001315,T000902,2026-06-27 15:22:00,P002,1,9700.0,7950,0,Cash
SL0001316,T000903,2026-06-27 17:42:00,P038,3,4500.0,3300,0,Cash
SL0001317,T000904,2026-06-27 11:31:00,P003,1,7250.0,5200,0,WavePay
SL0001318,T000905,2026-06-27 20:29:00,P039,1,9350.0,7550,0,Cash
SL0001319,T000906,2026-06-27 19:01:00,P028,1,950.0,750,0,Cash
SL0001320,T000907,2026-06-27 21:58:00,P038,1,4500.0,3300,0,Cash
SL0001321,T000907,2026-06-27 21:58:00,P024,1,5650.0,4800,0,Cash
SL0001322,T000908,2026-06-27 12:55:00,P006,1,6750.0,4750,0,WavePay
SL0001323,T000908,2026-06-27 12:55:00,P014,2,10450.0,8900,0,WavePay
SL0001324,T000908,2026-06-27 12:55:00,P002,3,9700.0,7950,0,Cash
SL0001325,T000909,2026-06-27 17:43:00,P030,1,9850.0,8500,0,Cash
SL0001326,T000910,2026-06-27 13:38:00,P011,2,5600.0,4100,550,WavePay
SL0001327,T000910,2026-06-27 13:38:00,P025,1,2450.0,2150,0,KBZPay
SL0001328,T000911,2026-06-27 14:26:00,P018,1,11000.0,7950,0,Cash
SL0001329,T000912,2026-06-27 17:05:00,P030,1,9850.0,8500,0,Cash
SL0001330,T000913,2026-06-27 16:15:00,P035,1,10250.0,8150,0,Cash
SL0001331,T000913,2026-06-27 16:15:00,P007,1,2750.0,2400,0,Cash
SL0001332,T000914,2026-06-27 10:06:00,P002,1,9700.0,7950,0,Cash
SL0001333,T000914,2026-06-27 10:06:00,P012,1,9800.0,8800,0,Cash
SL0001334,T000914,2026-06-27 10:06:00,P004,1,2300.0,1700,0,Cash
SL0001335,T000915,2026-06-27 09:17:00,P012,1,9800.0,8800,0,Cash
SL0001336,T000915,2026-06-27 09:17:00,P031,1,6800.0,4750,0,Cash
SL0001337,T000916,2026-06-27 11:43:00,P026,1,8650.0,7250,0,Cash
SL0001338,T000917,2026-06-27 10:31:00,P030,1,9850.0,8500,0,Cash
SL0001339,T000918,2026-06-27 14:46:00,P005,1,8700.0,6300,0,Cash
SL0001340,T000919,2026-06-27 13:49:00,P011,2,5600.0,4100,0,Cash
SL0001341,T000919,2026-06-27 13:49:00,P021,1,10450.0,8200,0,WavePay
SL0001342,T000920,2026-06-27 09:06:00,P027,1,600.0,500,0,Cash
SL0001343,T000920,2026-06-27 09:06:00,P006,1,6750.0,4750,0,Cash
SL0001344,T000920,2026-06-27 09:06:00,P015,2,1050.0,750,0,Cash
SL0001345,T000921,2026-06-27 14:48:00,P020,1,9600.0,7050,0,Cash
SL0001346,T000922,2026-06-27 09:08:00,P038,1,4500.0,3300,0,Cash
SL0001347,T000923,2026-06-27 21:28:00,P033,1,550.0,450,0,WavePay
SL0001348,T000924,2026-06-27 13:08:00,P002,1,9700.0,7950,0,WavePay
SL0001349,T000925,2026-06-28 19:52:00,P039,2,9350.0,7550,0,KBZPay
SL0001350,T000925,2026-06-28 19:52:00,P005,2,8700.0,6300,850,Cash
SL0001351,T000926,2026-06-28 07:37:00,P020,1,9600.0,7050,500,Cash
SL0001352,T000927,2026-06-28 16:32:00,P009,1,9500.0,7150,0,Cash
SL0001353,T000928,2026-06-28 15:21:00,P008,1,1450.0,1200,0,Cash
SL0001354,T000928,2026-06-28 15:21:00,P026,1,8650.0,7250,0,Cash
SL0001355,T000928,2026-06-28 15:21:00,P020,1,9600.0,7050,0,Cash
SL0001356,T000929,2026-06-28 21:01:00,P006,1,6750.0,4750,0,KBZPay
SL0001357,T000929,2026-06-28 21:01:00,P004,1,2300.0,1700,0,WavePay
SL0001358,T000930,2026-06-28 13:52:00,P024,1,5650.0,4800,300,Cash
SL0001359,T000931,2026-06-28 16:29:00,P039,1,9350.0,7550,0,Cash
SL0001360,T000932,2026-06-28 14:29:00,P033,1,550.0,450,0,Cash
SL0001361,T000933,2026-06-28 19:07:00,P029,1,9250.0,7400,0,Cash
SL0001362,T000934,2026-06-28 14:13:00,P038,1,4500.0,3300,0,Cash
SL0001363,T000935,2026-06-28 12:46:00,P037,1,4650.0,3300,0,Cash
SL0001364,T000935,2026-06-28 12:46:00,P024,2,5650.0,4800,0,Cash
SL0001365,T000935,2026-06-28 12:46:00,P026,1,8650.0,7250,0,Cash
SL0001366,T000936,2026-06-28 12:07:00,P008,1,1450.0,1200,0,Cash
SL0001367,T000937,2026-06-28 20:06:00,P024,1,5650.0,4800,0,Cash
SL0001368,T000937,2026-06-28 20:06:00,P005,1,8700.0,6300,0,Cash
SL0001369,T000938,2026-06-28 11:30:00,P020,1,9600.0,7050,0,KBZPay
SL0001370,T000938,2026-06-28 11:30:00,P017,1,8050.0,6850,0,Cash
SL0001371,T000939,2026-06-28 18:04:00,P037,1,4650.0,3300,0,WavePay
SL0001372,T000939,2026-06-28 18:04:00,P039,1,9350.0,7550,0,Cash
SL0001373,T000940,2026-06-28 16:29:00,P021,1,10450.0,8200,0,KBZPay
SL0001374,T000941,2026-06-28 17:29:00,P026,3,8650.0,7250,0,Cash
SL0001375,T000942,2026-06-28 07:15:00,P008,1,1450.0,1200,0,KBZPay
SL0001376,T000943,2026-06-28 09:33:00,P002,1,9700.0,7950,0,KBZPay
SL0001377,T000944,2026-06-28 16:34:00,P011,2,5600.0,4100,0,Cash
SL0001378,T000944,2026-06-28 16:34:00,P024,1,5650.0,4800,0,Cash
SL0001379,T000945,2026-06-28 14:42:00,P018,2,11000.0,7950,1100,Cash
SL0001380,T000946,2026-06-28 16:19:00,P006,1,6750.0,4750,0,Cash
SL0001381,T000947,2026-06-28 14:31:00,P028,1,950.0,750,0,Cash
SL0001382,T000948,2026-06-28 20:10:00,P011,2,5600.0,4100,0,Cash
SL0001383,T000948,2026-06-28 20:10:00,P020,3,9600.0,7050,0,WavePay
SL0001384,T000949,2026-06-28 15:23:00,P002,1,9700.0,7950,0,KBZPay
SL0001385,T000949,2026-06-28 15:23:00,P020,4,9600.0,7050,0,WavePay
SL0001386,T000950,2026-06-28 18:53:00,P008,1,1450.0,1200,0,Cash
SL0001387,T000950,2026-06-28 18:53:00,P033,1,550.0,450,0,Cash
SL0001388,T000950,2026-06-28 18:53:00,P037,3,4650.0,3300,700,Cash
SL0001389,T000951,2026-06-28 17:41:00,P014,1,10450.0,8900,0,KBZPay
SL0001390,T000952,2026-06-28 13:22:00,P014,1,10450.0,8900,500,Cash
SL0001391,T000952,2026-06-28 13:22:00,P006,2,6750.0,4750,0,Cash
SL0001392,T000953,2026-06-28 16:05:00,P014,1,10450.0,8900,0,Cash
SL0001393,T000953,2026-06-28 16:05:00,P031,2,6800.0,4750,0,Cash
SL0001394,T000954,2026-06-28 17:09:00,P007,1,2750.0,2400,0,Cash
SL0001395,T000955,2026-06-28 07:15:00,P024,1,5650.0,4800,0,Cash
SL0001396,T000956,2026-06-28 21:47:00,P030,1,9850.0,8500,0,Cash
SL0001397,T000957,2026-06-28 07:04:00,P030,1,9850.0,8500,0,Cash
SL0001398,T000958,2026-06-28 17:49:00,P002,1,9700.0,7950,0,Cash
SL0001399,T000959,2026-06-28 13:35:00,P033,1,550.0,450,50,Cash
SL0001400,T000960,2026-06-28 07:38:00,P015,1,1050.0,750,0,Cash
SL0001401,T000961,2026-06-28 16:02:00,P015,1,1050.0,750,0,Cash
SL0001402,T000962,2026-06-29 11:16:00,P004,1,2300.0,1700,0,Cash
SL0001403,T000963,2026-06-29 15:56:00,P033,2,550.0,450,0,Cash
SL0001404,T000964,2026-06-29 12:54:00,P034,2,6900.0,5900,0,Cash
SL0001405,T000964,2026-06-29 12:54:00,P015,1,1050.0,750,0,KBZPay
SL0001406,T000965,2026-06-29 16:02:00,P018,1,11000.0,7950,0,Cash
SL0001407,T000965,2026-06-29 16:02:00,P040,3,6800.0,5650,0,KBZPay
SL0001408,T000966,2026-06-29 19:50:00,P005,2,8700.0,6300,850,KBZPay
SL0001409,T000967,2026-06-29 11:36:00,P014,1,10450.0,8900,500,Cash
SL0001410,T000967,2026-06-29 11:36:00,P003,1,7250.0,5200,0,Cash
SL0001411,T000967,2026-06-29 11:36:00,P024,4,5650.0,4800,0,Cash
SL0001412,T000968,2026-06-29 10:04:00,P018,2,11000.0,7950,0,Cash
SL0001413,T000969,2026-06-29 08:11:00,P037,2,4650.0,3300,450,Cash
SL0001414,T000970,2026-06-29 12:45:00,P012,1,9800.0,8800,500,Cash
SL0001415,T000971,2026-06-29 18:37:00,P014,1,10450.0,8900,0,KBZPay
SL0001416,T000972,2026-06-29 15:07:00,P003,1,7250.0,5200,0,Cash
SL0001417,T000973,2026-06-29 21:44:00,P004,2,2300.0,1700,0,Cash
SL0001418,T000974,2026-06-29 16:00:00,P008,1,1450.0,1200,0,Cash
SL0001419,T000975,2026-06-29 12:56:00,P030,3,9850.0,8500,0,Cash
SL0001420,T000976,2026-06-29 18:54:00,P003,2,7250.0,5200,0,Cash
SL0001421,T000977,2026-06-29 12:23:00,P039,1,9350.0,7550,0,Cash
SL0001422,T000978,2026-06-29 10:15:00,P031,1,6800.0,4750,0,Cash
SL0001423,T000978,2026-06-29 10:15:00,P003,1,7250.0,5200,0,Cash
SL0001424,T000979,2026-06-29 16:02:00,P012,1,9800.0,8800,0,Cash
SL0001425,T000980,2026-06-29 08:43:00,P034,3,6900.0,5900,0,KBZPay
SL0001426,T000980,2026-06-29 08:43:00,P015,2,1050.0,750,0,Cash
SL0001427,T000981,2026-06-29 14:00:00,P005,1,8700.0,6300,0,KBZPay
SL0001428,T000982,2026-06-29 14:06:00,P039,1,9350.0,7550,0,KBZPay
SL0001429,T000982,2026-06-29 14:06:00,P008,1,1450.0,1200,50,Cash
SL0001430,T000983,2026-06-29 17:45:00,P038,1,4500.0,3300,0,Cash
SL0001431,T000984,2026-06-29 15:00:00,P030,2,9850.0,8500,0,KBZPay
SL0001432,T000985,2026-06-29 08:44:00,P030,1,9850.0,8500,0,Cash
SL0001433,T000985,2026-06-29 08:44:00,P015,2,1050.0,750,0,Cash
SL0001434,T000986,2026-06-29 18:24:00,P034,1,6900.0,5900,0,Cash
SL0001435,T000986,2026-06-29 18:24:00,P015,1,1050.0,750,0,Cash
SL0001436,T000987,2026-06-29 18:51:00,P005,1,8700.0,6300,0,Cash
SL0001437,T000988,2026-06-29 09:52:00,P003,1,7250.0,5200,0,WavePay
SL0001438,T000989,2026-06-30 07:42:00,P007,1,2750.0,2400,0,KBZPay
SL0001439,T000990,2026-06-30 10:57:00,P012,1,9800.0,8800,0,Cash
SL0001440,T000991,2026-06-30 17:34:00,P004,1,2300.0,1700,0,Cash
SL0001441,T000992,2026-06-30 21:35:00,P006,1,6750.0,4750,0,Cash
SL0001442,T000993,2026-06-30 12:55:00,P021,1,10450.0,8200,0,WavePay
SL0001443,T000993,2026-06-30 12:55:00,P037,1,4650.0,3300,0,Cash
SL0001444,T000994,2026-06-30 11:39:00,P030,2,9850.0,8500,1000,Cash
SL0001445,T000995,2026-06-30 18:46:00,P002,1,9700.0,7950,0,Cash
SL0001446,T000995,2026-06-30 18:46:00,P020,1,9600.0,7050,0,KBZPay
SL0001447,T000996,2026-06-30 13:44:00,P024,1,5650.0,4800,0,KBZPay
SL0001448,T000996,2026-06-30 13:44:00,P020,2,9600.0,7050,0,Cash
SL0001449,T000997,2026-06-30 20:55:00,P010,1,7200.0,5600,0,KBZPay
SL0001450,T000998,2026-06-30 07:52:00,P008,3,1450.0,1200,0,Cash
SL0001451,T000998,2026-06-30 07:52:00,P030,4,9850.0,8500,0,Cash
SL0001452,T000999,2026-06-30 12:16:00,P034,1,6900.0,5900,0,Cash
SL0001453,T001000,2026-06-30 10:16:00,P024,2,5650.0,4800,0,Cash
SL0001454,T001001,2026-06-30 12:19:00,P003,2,7250.0,5200,0,Cash
SL0001455,T001001,2026-06-30 12:19:00,P034,2,6900.0,5900,0,Cash
SL0001456,T001002,2026-06-30 12:50:00,P014,1,10450.0,8900,0,Cash
SL0001457,T001003,2026-06-30 16:45:00,P008,1,1450.0,1200,0,KBZPay
SL0001458,T001004,2026-06-30 12:56:00,P005,1,8700.0,6300,0,Cash
SL0001459,T001004,2026-06-30 12:56:00,P008,1,1450.0,1200,0,WavePay
SL0001460,T001005,2026-06-30 10:31:00,P003,1,7250.0,5200,0,KBZPay
SL0001461,T001005,2026-06-30 10:31:00,P038,1,4500.0,3300,0,KBZPay
SL0001462,T001006,2026-06-30 11:12:00,P028,1,950.0,750,0,Cash
SL0001463,T001007,2026-06-30 15:32:00,P015,1,1050.0,750,0,Cash
SL0001464,T001008,2026-06-30 15:17:00,P003,1,7250.0,5200,0,Cash
SL0001465,T001008,2026-06-30 15:17:00,P009,2,9500.0,7150,0,Cash
SL0001466,T001009,2026-06-30 20:18:00,P006,2,6750.0,4750,0,Cash
SL0001467,T001010,2026-06-30 18:18:00,P012,2,9800.0,8800,0,Cash
SL0001468,T001011,2026-06-30 07:52:00,P034,2,6900.0,5900,0,Cash
SL0001469,T001012,2026-06-30 14:35:00,P021,1,10450.0,8200,0,Cash
SL0001470,T001012,2026-06-30 14:35:00,P010,1,7200.0,5600,0,Cash
SL0001471,T001012,2026-06-30 14:35:00,P006,3,6750.0,4750,0,Cash
SL0001472,T001013,2026-06-30 12:37:00,P023,1,7800.0,6250,0,Cash
SL0001473,T001013,2026-06-30 12:37:00,P031,1,6800.0,4750,0,Cash
SL0001474,T001014,2026-06-30 10:56:00,P038,1,4500.0,3300,200,Cash
SL0001475,T001015,2026-06-30 15:30:00,P030,1,9850.0,8500,0,Cash
SL0001476,T001015,2026-06-30 15:30:00,P008,1,1450.0,1200,0,Cash
SL0001477,T001016,2026-06-30 19:54:00,P005,1,8700.0,6300,0,Cash
SL0001478,T001017,2026-06-30 12:27:00,P003,1,7250.0,5200,0,Cash
SL0001479,T001018,2026-06-30 16:00:00,P034,1,6900.0,5900,0,Cash
SL0001480,T001018,2026-06-30 16:00:00,P008,1,1450.0,1200,0,Cash
SL0001481,T001018,2026-06-30 16:00:00,P038,1,4500.0,3300,200,Cash
SL0001482,T001019,2026-06-30 14:51:00,P018,3,11000.0,7950,0,Cash
SL0001483,T001019,2026-06-30 14:51:00,P012,1,9800.0,8800,0,KBZPay
SL0001484,T001020,2026-06-30 19:16:00,P039,1,9350.0,7550,0,KBZPay
SL0001485,T001020,2026-06-30 19:16:00,P007,1,2750.0,2400,150,Cash
SL0001486,T001021,2026-06-30 14:45:00,P033,1,550.0,450,0,KBZPay
SL0001487,T001022,2026-06-30 11:45:00,P012,1,9800.0,8800,0,Cash
SL0001488,T001023,2026-06-30 17:56:00,P002,1,9700.0,7950,0,KBZPay
SL0001489,T001023,2026-06-30 17:56:00,P039,1,9350.0,7550,0,KBZPay
SL0001490,T001023,2026-06-30 17:56:00,P008,1,1450.0,1200,50,Cash
SL0001491,T001024,2026-06-30 12:46:00,P021,1,10450.0,8200,0,WavePay
SL0001492,T001025,2026-06-30 13:44:00,P040,2,6800.0,5650,700,Cash
SL0001493,T001025,2026-06-30 13:44:00,P012,1,9800.0,8800,0,Cash
SL0001494,T001025,2026-06-30 13:44:00,P009,1,9500.0,7150,0,Cash
SL0001495,T001026,2026-07-01 13:43:00,P002,3,9700.0,7950,0,KBZPay
SL0001496,T001026,2026-07-01 13:43:00,P019,1,3050.0,2500,0,Cash
SL0001497,T001027,2026-07-01 11:37:00,P012,1,9800.0,8800,0,Cash
SL0001498,T001028,2026-07-01 15:32:00,P006,1,6750.0,4750,0,Cash
SL0001499,T001028,2026-07-01 15:32:00,P034,1,6900.0,5900,0,Cash
SL0001500,T001028,2026-07-01 15:32:00,P033,1,550.0,450,0,Cash
SL0001501,T001029,2026-07-01 12:09:00,P026,1,8650.0,7250,0,WavePay
SL0001502,T001030,2026-07-01 13:22:00,P010,2,7200.0,5600,0,KBZPay
SL0001503,T001030,2026-07-01 13:22:00,P033,1,550.0,450,0,Cash
SL0001504,T001030,2026-07-01 13:22:00,P012,1,9800.0,8800,0,WavePay
SL0001505,T001031,2026-07-01 14:41:00,P027,1,600.0,500,50,Cash
SL0001506,T001032,2026-07-01 17:12:00,P034,2,6900.0,5900,0,Cash
SL0001507,T001032,2026-07-01 17:12:00,P026,1,8650.0,7250,0,Cash
SL0001508,T001033,2026-07-01 10:13:00,P009,1,9500.0,7150,0,Cash
SL0001509,T001033,2026-07-01 10:13:00,P022,1,8800.0,7450,0,Cash
SL0001510,T001034,2026-07-01 14:50:00,P003,1,7250.0,5200,0,Cash
SL0001511,T001034,2026-07-01 14:50:00,P008,1,1450.0,1200,0,Cash
SL0001512,T001035,2026-07-01 10:13:00,P021,3,10450.0,8200,1550,WavePay
SL0001513,T001035,2026-07-01 10:13:00,P037,1,4650.0,3300,0,Cash
SL0001514,T001036,2026-07-01 07:10:00,P020,1,9600.0,7050,0,WavePay
SL0001515,T001036,2026-07-01 07:10:00,P024,2,5650.0,4800,0,Cash
SL0001516,T001037,2026-07-01 13:06:00,P034,2,6900.0,5900,0,KBZPay
SL0001517,T001038,2026-07-01 13:50:00,P012,2,9800.0,8800,0,Cash
SL0001518,T001039,2026-07-01 14:18:00,P024,1,5650.0,4800,0,Cash
SL0001519,T001040,2026-07-01 13:27:00,P005,1,8700.0,6300,0,Cash
SL0001520,T001041,2026-07-01 17:39:00,P009,1,9500.0,7150,0,KBZPay
SL0001521,T001042,2026-07-01 14:51:00,P020,2,9600.0,7050,0,WavePay
SL0001522,T001043,2026-07-01 11:57:00,P020,1,9600.0,7050,0,Cash
SL0001523,T001043,2026-07-01 11:57:00,P015,1,1050.0,750,0,KBZPay
SL0001524,T001044,2026-07-01 07:51:00,P022,1,8800.0,7450,0,Cash
SL0001525,T001045,2026-07-01 18:59:00,P010,1,7200.0,5600,0,Cash
SL0001526,T001045,2026-07-01 18:59:00,P039,3,9350.0,7550,0,Cash
SL0001527,T001045,2026-07-01 18:59:00,P014,1,10450.0,8900,0,Cash
SL0001528,T001046,2026-07-01 15:35:00,P003,3,7250.0,5200,0,Cash
SL0001529,T001046,2026-07-01 15:35:00,P026,1,8650.0,7250,0,Cash
SL0001530,T001047,2026-07-01 17:57:00,P015,1,1050.0,750,50,Cash
SL0001531,T001048,2026-07-01 15:03:00,P002,3,9700.0,7950,0,Cash
SL0001532,T001049,2026-07-01 15:50:00,P017,1,8050.0,6850,0,Cash
SL0001533,T001050,2026-07-01 13:02:00,P012,1,9800.0,8800,0,Cash
SL0001534,T001050,2026-07-01 13:02:00,P003,1,7250.0,5200,0,Cash
SL0001535,T001051,2026-07-01 13:47:00,P035,1,10250.0,8150,0,Cash
SL0001536,T001052,2026-07-01 15:11:00,P020,1,9600.0,7050,0,Cash
SL0001537,T001053,2026-07-01 14:52:00,P032,2,10850.0,8500,0,Cash
SL0001538,T001054,2026-07-01 19:37:00,P032,1,10850.0,8500,0,Cash
SL0001539,T001055,2026-07-01 13:28:00,P036,2,6250.0,4350,0,Cash
SL0001540,T001056,2026-07-01 18:26:00,P015,1,1050.0,750,0,KBZPay
SL0001541,T001057,2026-07-01 15:48:00,P020,1,9600.0,7050,0,KBZPay
SL0001542,T001058,2026-07-01 12:12:00,P023,2,7800.0,6250,0,Cash
SL0001543,T001059,2026-07-01 17:51:00,P015,2,1050.0,750,0,Cash
SL0001544,T001059,2026-07-01 17:51:00,P039,1,9350.0,7550,0,Cash
SL0001545,T001060,2026-07-01 13:59:00,P003,1,7250.0,5200,0,WavePay
SL0001546,T001060,2026-07-01 13:59:00,P026,1,8650.0,7250,0,Cash
SL0001547,T001060,2026-07-01 13:59:00,P037,1,4650.0,3300,0,Cash
SL0001548,T001061,2026-07-01 18:40:00,P008,4,1450.0,1200,0,Cash
SL0001549,T001061,2026-07-01 18:40:00,P004,1,2300.0,1700,0,Cash
SL0001550,T001062,2026-07-01 12:19:00,P016,1,10700.0,8500,0,Cash
SL0001551,T001063,2026-07-01 17:58:00,P018,1,11000.0,7950,550,Cash
SL0001552,T001064,2026-07-01 13:44:00,P009,1,9500.0,7150,0,Cash
SL0001553,T001065,2026-07-01 11:39:00,P039,1,9350.0,7550,0,Cash
SL0001554,T001065,2026-07-01 11:39:00,P026,1,8650.0,7250,0,Cash
SL0001555,T001066,2026-07-02 21:02:00,P033,1,550.0,450,0,Cash
SL0001556,T001067,2026-07-02 21:17:00,P018,1,11000.0,7950,0,Cash
SL0001557,T001068,2026-07-02 12:38:00,P020,1,9600.0,7050,500,Cash
SL0001558,T001069,2026-07-02 09:00:00,P011,2,5600.0,4100,0,KBZPay
SL0001559,T001070,2026-07-02 15:28:00,P030,1,9850.0,8500,0,Cash
SL0001560,T001070,2026-07-02 15:28:00,P034,1,6900.0,5900,0,Cash
SL0001561,T001071,2026-07-02 18:45:00,P020,1,9600.0,7050,0,WavePay
SL0001562,T001072,2026-07-02 08:26:00,P017,2,8050.0,6850,0,Cash
SL0001563,T001072,2026-07-02 08:26:00,P008,3,1450.0,1200,0,Cash
SL0001564,T001073,2026-07-02 13:59:00,P033,3,550.0,450,0,Cash
SL0001565,T001074,2026-07-02 11:51:00,P020,1,9600.0,7050,0,Cash
SL0001566,T001075,2026-07-02 15:22:00,P027,2,600.0,500,0,Cash
SL0001567,T001076,2026-07-02 18:38:00,P033,2,550.0,450,0,Cash
SL0001568,T001077,2026-07-02 11:02:00,P038,1,4500.0,3300,0,Cash
SL0001569,T001077,2026-07-02 11:02:00,P008,1,1450.0,1200,0,Cash
SL0001570,T001078,2026-07-02 12:02:00,P007,2,2750.0,2400,0,Cash
SL0001571,T001079,2026-07-02 15:20:00,P020,1,9600.0,7050,0,Cash
SL0001572,T001080,2026-07-02 16:51:00,P029,3,9250.0,7400,0,Cash
SL0001573,T001081,2026-07-02 10:27:00,P029,1,9250.0,7400,0,Cash
SL0001574,T001081,2026-07-02 10:27:00,P034,1,6900.0,5900,0,Cash
SL0001575,T001082,2026-07-02 13:24:00,P007,1,2750.0,2400,0,Cash
SL0001576,T001082,2026-07-02 13:24:00,P012,2,9800.0,8800,0,Cash
SL0001577,T001083,2026-07-02 13:43:00,P015,1,1050.0,750,0,KBZPay
SL0001578,T001083,2026-07-02 13:43:00,P018,1,11000.0,7950,550,WavePay
SL0001579,T001083,2026-07-02 13:43:00,P031,3,6800.0,4750,0,Cash
SL0001580,T001084,2026-07-02 13:00:00,P008,1,1450.0,1200,0,Cash
SL0001581,T001084,2026-07-02 13:00:00,P039,1,9350.0,7550,0,Cash
SL0001582,T001085,2026-07-02 15:08:00,P002,2,9700.0,7950,0,KBZPay
SL0001583,T001085,2026-07-02 15:08:00,P031,2,6800.0,4750,0,Cash
SL0001584,T001085,2026-07-02 15:08:00,P024,1,5650.0,4800,0,KBZPay
SL0001585,T001086,2026-07-02 12:07:00,P030,2,9850.0,8500,0,Cash
SL0001586,T001086,2026-07-02 12:07:00,P026,1,8650.0,7250,0,Cash
SL0001587,T001086,2026-07-02 12:07:00,P036,1,6250.0,4350,0,Cash
SL0001588,T001087,2026-07-02 16:31:00,P012,1,9800.0,8800,0,KBZPay
SL0001589,T001087,2026-07-02 16:31:00,P004,1,2300.0,1700,0,WavePay
